MBS id 1	Ligand	Species	PDB entry	Name	Uniprot	EC	MBS id 2	Ligand	Species	PDB entry	Name	Uniprot	EC	Global seq identity	E value (local seq alignment)	RMSD	
124527	ZN	Pyrococcus furiosus	3P8B	DNA-directed RNA polymerase, subunit e''	Q8U440	None	44047	FE	Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough	1RB9	RUBREDOXIN	P00269	None	11.6279069767442	10	0.456550193379387	
116917	ZN	Homo sapiens	2RJP	ADAMTS-4	O75173	3.4.24.82	132341	ZN	Escherichia coli	4L63	ECXA	Q8GAV4	3.4.24	15.0442477876106	3.6	0.456558073642157	
21324	FE	Desulfovibrio vulgaris	1S2Z	Rubrerythrin	P24931	None	29989	FE	Pyrococcus furiosus COM1	5N5E	PFC_05175	Q8U1L4	1.16.3.1	13.6125654450262	10	0.456558369627669	
124265	ZN	Homo sapiens	3OD8	Poly [ADP-ribose] polymerase 1	P09874	2.4.2.30	126467	ZN	Homo sapiens	3U5P	E3 ubiquitin-protein ligase TRIM33	Q9UPN9	6.3.2	11.5942028985507	10	0.456575958310043	
119924	ZN	Mus musculus	3DFX	Trans-acting T-cell-specific transcription factor GATA-3	P23772	None	45838	ZN	HOMO SAPIENS	3ZPO	HISTONE DEMETHYLASE UTY	O14607	1.14.11.68	4.60251046025105	10	0.456580040637152	
118263	ZN	RATTUS NORVEGICUS	2XR9	ECTONUCLEOTIDE PYROPHOSPHATASE/PHOSPHODIESTERASE FAMILY MEMBER 2	Q64610	3.1.4.39	120120	ZN	Vibrio sp. G15-21	3E2D	Alkaline phosphatase	Q93P54	3.1.3.1	14.4876325088339	10	0.456603622800886	
104142	ZN	Rattus norvegicus	1HXR	GUANINE NUCLEOTIDE EXCHANGE FACTOR MSS4	Q08326	None	39091	FE	Escherichia coli O32:H37	8EY3	Cys_rich_CPCC domain-containing protein	A0A1Y2XHL0	None	12.0689655172414	10	0.456604127444248	
54732	FE	Escherichia coli	1NEK	Succinate dehydrogenase iron-sulfur protein	P07014	1.3.99.1,1.3.5.1	57325	FE	Variovorax paradoxus	7YLR	Ferredoxin	C5CSP5	None	15.6156156156156	10	0.456618073468593	
17335	CU	Bacillus pumilus SAFR-032	7Z5P	Copper oxidase	A8FAG9	None	10610	CU	Cerrena	3DIV	LACCASE	D0VWU3	1.10.3.2	19.047619047619	0.0038	0.456654348742516	
54202	FE	Desulfovibrio desulfuricans	1DGJ	ALDEHYDE OXIDOREDUCTASE	Q9REC4	1.2	57325	FE	Variovorax paradoxus	7YLR	Ferredoxin	C5CSP5	None	12.1278941565601	10	0.456654821929416	
114841	ZN	SACCHAROMYCES CEREVISIAE	2J9U	VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 36	Q06696	None	128562	ZN	SACCHAROMYCES CEREVISIAE	4C2M	DNA-DIRECTED RNA POLYMERASE I SUBUNIT RPA190	P10964	2.7.7.6	2.40384615384615	10	0.456663878312927	
55698	FE	Escherichia coli	4KX6	Fumarate reductase (Anaerobic), Fe-S subunit	C5A1E7	None	57325	FE	Variovorax paradoxus	7YLR	Ferredoxin	C5CSP5	None	14.8367952522255	10	0.456665903575502	
103844	ZN	THERMUS SP.	1GKP	HYDANTOINASE	Q7SIE9	3.5.2.2	118703	ZN	Escherichia coli	2Z26	Dihydroorotase	P05020	3.5.2.3	15.7563025210084	10	0.456700113728017	
56046	FE	Hydrogenophilus thermoluteolus	5XF9	NAD-reducing hydrogenase	A0A077L885	None	60498	FE	Thermotoga maritima	1VJW	FERREDOXIN(A)	P46797	None	8.67768595041322	10	0.45671374022545	
135772	ZN	Saccharomyces cerevisiae	4V88	40S ribosomal protein S26-A	P39938	None	116128	ZN	Homo sapiens	2P57	GTPase-activating protein ZNF289	Q8N6H7	None	15.8620689655172	10	0.456717926752636	
120425	ZN	Homo sapiens	3EG9	SEC24 related gene family, member D	O94855	None	132583	ZN	Homo sapiens	4LJQ	E3 ubiquitin-protein ligase RNF31	Q96EP0	6.3.2	8.53816300129366	10	0.456721493037485	
54334	FE	Alcaligenes faecalis	1G8K	ARSENITE OXIDASE	Q7SIF3	1.20.9.1	54606	FE	Bos taurus	1NTZ	UBIQUINOL-CYTOCHROME C REDUCTASE IRON-SULFUR SUBUNIT, mitochondrial	P13272	1.10.2.2	16.8224299065421	0.0024	0.456735525542504	
80166	ZN	Geobacillus stearothermophilus	1ZIP	ADENYLATE KINASE	P27142	2.7.4.3	121186	ZN	Homo sapiens	3GLR	NAD-dependent deacetylase sirtuin-3, mitochondrial	Q9NTG7	3.5.1	15.916955017301	10	0.456748461197023	
104142	ZN	Rattus norvegicus	1HXR	GUANINE NUCLEOTIDE EXCHANGE FACTOR MSS4	Q08326	None	133320	ZN	Klebsiella pneumoniae subsp. pneumoniae	4NL4	Primosome assembly protein PriA	A6TGC5	3.6.4.-	5.62248995983936	10	0.456767911778378	
116863	ZN	Mus musculus	2RGT	Fusion of LIM/homeobox protein Lhx3, linker, Insulin gene enhancer protein ISL-1	P61372	None	123729	ZN	Streptomyces coelicolor	3MWM	Putative metal uptake regulation protein	Q9L2H5	None	15.819209039548	10	0.456790927600054	
23686	MN	LISTERIA MONOCYTOGENES	2XMO	LMO2642 PROTEIN	Q8Y432	None	44747	FE	Enterobacter aerogenes	2ZOA	Phosphohydrolase	Q6XBH1	3.1.4.46	14.1255605381166	1.2	0.456809515987399	
107061	ZN	Homo sapiens	1Q3A	Stromelysin-2	P09238	3.4.24.22	112101	ZN	Crotalus atrox	2DW0	Catrocollastatin	Q90282	3.4.24.-	9.62441314553991	4	0.456815334615779	
29294	FE	Rhodospirillum rubrum	5DA5	Rru_A0973	Q2RVS1	1.16.3.1	45050	FE	ESCHERICHIA COLI	3E1N	BACTERIOFERRITIN	P0ABD3	1.16.3.1	13.9240506329114	10	0.456822651923804	
114762	ZN	HOMO SAPIENS	2IYB	TESTIN	Q9UGI8	None	124583	ZN	Homo sapiens	3PDN	SET and MYND domain-containing protein 3	Q9H7B4	2.1.1.43	4.67289719626168	10	0.456836363839613	
56046	FE	Hydrogenophilus thermoluteolus	5XF9	NAD-reducing hydrogenase	A0A077L885	None	788	FE	Methanothermobacter wolfeii	5T61	Tungsten formylmethanofuran dehydrogenase subunit fwdF	None	None	16.120218579235	5.2	0.456884579941396	
109374	ZN	Pyrococcus horikoshii	1X0T	Ribonuclease P protein component 4	O59248	3.1.26.5	113563	ZN	Homo sapiens	2FU5	Guanine nucleotide exchange factor MSS4	P47224	None	13.9705882352941	10	0.456885916378928	
114124	ZN	Homo sapiens	2H0D	B lymphoma Mo-MLV insertion region	P35226	None	134582	ZN	Mus musculus	4QPL	E3 ubiquitin-protein ligase RNF146	Q9CZW6	6.3.2	14.8148148148148	9.4	0.456911233078896	
104135	ZN	Mus musculus	1HV5	STROMELYSIN 3	Q02853	3.4.24	110943	ZN	Crotalus adamanteus	2AIG	ADAMALYSIN II	P34179	3.4.24.46	17.7884615384615	8.1	0.456925406274896	
18940	CU	BACILLUS SUBTILIS	3ZDW	COTA LACCASE	P07788	1.10.3.2,1.3.3.5	11598	CU	Botrytis aclada	3V9E	Laccase	None	1.10.3.2	19.4620253164557	0.012	0.456930630053852	
97375	NI	Mycobacterium tuberculosis	3E3U	Peptide deformylase	P9WIJ3	3.5.1.88	25098	FE	Streptococcus mutans	3L87	Peptide deformylase	Q8DWC2	3.5.1.88	18.4905660377359	0.002	0.456942644870479	
96643	NI	Thermotoga maritima	1ZTC	hypothetical protein TM0894	Q9WZZ6	None	119115	ZN	Sulfolobus tokodaii	3ADR	Putative uncharacterized protein ST1585	Q970L2	None	18.5567010309278	0.052	0.456951963161788	
53627	FE	Pseudomonas aeruginosa PAO1	8W1F	DPS-LIKE PROTEIN	Q9HUT3	1.16.3.1	78379	MN	Unknown species	1JM0	PROTEIN (FOUR-HELIX BUNDLE MODEL)	None	None	9.6045197740113	3.9	0.456960398808983	
122343	ZN	Naja Atra	3K7N	K-like	D3TTC1	3.4.24.-	127662	ZN	ARCHAEOGLOBUS FULGIDUS	3ZVS	ARCHAEMETZINCIN	O29917	3	10.9223300970874	10	0.456966877296048	
57082	FE	Clostridium pasteurianum	7QHF	Iron hydrogenase 1	P29166	1.12.7.2	60498	FE	Thermotoga maritima	1VJW	FERREDOXIN(A)	P46797	None	4.96575342465753	10	0.456982571839989	
108853	ZN	Saccharomyces cerevisiae	1VFY	PHOSPHATIDYLINOSITOL-3-PHOSPHATE BINDING FYVE DOMAIN OF PROTEIN VPS27	P40343	None	116092	ZN	unidentified	2P05	a non-biological ATP binding protein 1819	None	None	22.3404255319149	10	0.457015122509901	
120835	ZN	Saccharomyces cerevisiae	3FLO	DNA polymerase alpha catalytic subunit A	P13382	2.7.7.7	132546	ZN	Homo sapiens	4LJO	E3 ubiquitin-protein ligase RNF31	Q96EP0	6.3.2	14.6017699115044	10	0.457021001262839	
117350	ZN	HOMO SAPIENS	2VJE	MDM4 PROTEIN	O15151	None	119926	ZN	unidentified	3DGL	ATP Binding Protein-DX	None	None	14.8148148148148	10	0.4570323932978	
111991	ZN	Mus musculus	2DFY	fusion protein of LIM domain transcription factor LMO4 and LIM domain-binding protein 1	P61969	3.1	132394	ZN	Homo sapiens	4L9M	RAS guanyl-releasing protein 1	O95267	None	8.22898032200358	10	0.457033999837451	
120414	ZN	Homo sapiens	3EH2	Protein transport protein Sec24C	P53992	None	132583	ZN	Homo sapiens	4LJQ	E3 ubiquitin-protein ligase RNF31	Q96EP0	6.3.2	9.00783289817232	10	0.457036175473104	
135137	ZN	Cronobacter sakazakii	4TMU	RecQ	A7MQK9	5.6.2.4	103096	ZN	Equus caballus	1EE2	ALCOHOL DEHYDROGENASE	P00328	1.1.1.1	14.3897996357013	10	0.457055944934134	
18830	CU	Escherichia coli	3NT0	Blue copper oxidase cueO	P36649	1.16.3.4	14062	CU	Pycnoporus coccineus	5NQ8	Laccase	Q96TR6	1.10.3.2	17.6678445229682	0.12	0.45706674588479	
121151	ZN	Rattus norvegicus	3GJ4	Nuclear pore complex protein Nup153	P49791	None	124527	ZN	Pyrococcus furiosus	3P8B	DNA-directed RNA polymerase, subunit e''	Q8U440	None	12.3456790123457	10	0.45707933702784	
134124	ZN	Neisseria meningitidis	4PPZ	Succinyl-diaminopimelate desuccinylase	Q9JYL2	3.5.1.18	4550	CO	Thaumarchaeota archaeon SCGC AB-539-E09	5DS0	Peptidase M42	M7T295	None	18.6104218362283	10	0.457079956056849	
83487	MN	Pseudomonas aeruginosa	3NIO	Guanidinobutyrase	Q9I3S3	3.5.3.7	85223	MN	Helicobacter pylori	4G3H	Arginase (RocF)	O25949	3.5.3.1	16.8	0.0014	0.457081773145268	
55959	FE	Lactococcus lactis subsp. lactis	5KSW	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	Q9CFW7	None	57325	FE	Variovorax paradoxus	7YLR	Ferredoxin	C5CSP5	None	16.7647058823529	0.042	0.457083457070818	
57082	FE	Clostridium pasteurianum	7QHF	Iron hydrogenase 1	P29166	1.12.7.2	1403	FE	Methanothermobacter wolfeii	5T61	Tungsten formylmethanofuran dehydrogenase subunit fwdF	None	None	15.9863945578231	0.02	0.457089915039011	
118551	ZN	HOMO SAPIENS	2YHO	E3 UBIQUITIN-PROTEIN LIGASE MYLIP	Q8WY64	6.3.2	126080	ZN	Plasmodium falciparum 3D7	3SUB	ADP-ribosylation factor GTPase-activating protein	Q8I4Y5	None	12.280701754386	10	0.457092768781336	
93801	MN	Bacillus cereus ATCC 14579	7Z3E	Ribonucleoside-diphosphate reductase subunit beta	Q81G55	1.17.4.1	45403	ZN	ESCHERICHIA COLI	3E1P	BACTERIOFERRITIN	P0ABD3	1.16.3.1	10.8695652173913	10	0.457103808452924	
124125	ZN	Homo sapiens	3O70	PHD finger protein 13	Q86YI8	None	127043	ZN	Thermoanaerobacter tengcongensis	3VDP	Recombination protein recR	Q8RDI4	None	9.90566037735849	1.1	0.457133576663653	
124118	ZN	Homo sapiens	3O47	ADP-ribosylation factor GTPase-activating protein 1, ADP-ribosylation factor 1	P84077	3.6.5.2	130856	ZN	Homo sapiens	4HC9	Trans-acting T-cell-specific transcription factor GATA-3	P23771	None	11.7117117117117	10	0.457133659556847	
21052	FE	Rattus norvegicus	1QFC	PROTEIN (PURPLE ACID PHOSPHATASE)	P29288	3.1.3.2	21995	MN	Ipomoea batatas	1XZW	purple acid phosphatase	Q9SE00	3.1.3.2	15.5210643015521	4.3	0.457135310041914	
29989	FE	Pyrococcus furiosus COM1	5N5E	PFC_05175	Q8U1L4	1.16.3.1	47870	FE	Pseudomonas aeruginosa	4TOH	Bacterioferritin	Q9HY79	1.16.3.1	14.5454545454545	10	0.457149678067055	
114058	ZN	Thermoplasma acidophilum	2GVI	conserved hypothetical protein	Q9HJ63	None	127986	ZN	HOMO SAPIENS	4AVX	HEPATOCYTE GROWTH FACTOR-REGULATED TYROSINE KINASE SUBSTRATE	O14964	None	15	10	0.457168287727555	
122990	ZN	Homo sapiens	3LRQ	E3 ubiquitin-protein ligase TRIM37	O94972	6.3.2	123824	ZN	Helicobacter pylori	3NA7	HP0958	None	None	7.8125	10	0.45722133973426	
118097	ZN	HOMO SAPIENS	2XJZ	RHOMBOTIN-2	P25791	None	120818	ZN	Homo sapiens	3FM8	Centaurin-alpha-1	O75689	None	10.2040816326531	10	0.457250814681691	
109374	ZN	Pyrococcus horikoshii	1X0T	Ribonuclease P protein component 4	O59248	3.1.26.5	133320	ZN	Klebsiella pneumoniae subsp. pneumoniae	4NL4	Primosome assembly protein PriA	A6TGC5	3.6.4.-	5.75635876840696	10	0.45728903135437	
113259	ZN	Staphylococcus aureus	2F9I	acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	Q5HF73	2.1.3.15	132264	ZN	Streptococcus pneumoniae	4KYW	Type-2 restriction enzyme DpnI	P0A459	3.1.21.4	16.8284789644013	10	0.457292530595545	
116863	ZN	Mus musculus	2RGT	Fusion of LIM/homeobox protein Lhx3, linker, Insulin gene enhancer protein ISL-1	P61372	None	122979	ZN	Homo sapiens	3LQI	MLL1 PHD3-Bromo	Q03164	2.1.1.364	12.0603015075377	10	0.457298771097848	
116320	ZN	Rhodobacter capsulatus	2PPT	thioredoxin-2	None	1.8.1.8	28252	FE	Methanosarcina acetivorans	4TPU	Rubredoxin	Q8TQ92	1.8.7.2	15.5778894472362	10	0.457329029625621	
124664	ZN	Thermotoga maritima	3PIH	UvrABC system protein A	Q9WYV0	None	30531	FE	Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1)	5XNC	N(4)-bis(aminopropyl)spermidine synthase	Q5JIZ3	2.5.1.128	11.5720524017467	10	0.457375408347015	
108853	ZN	Saccharomyces cerevisiae	1VFY	PHOSPHATIDYLINOSITOL-3-PHOSPHATE BINDING FYVE DOMAIN OF PROTEIN VPS27	P40343	None	116091	ZN	unidentified	2P05	a non-biological ATP binding protein 1819	None	None	22.3404255319149	10	0.45739158587972	
114841	ZN	SACCHAROMYCES CEREVISIAE	2J9U	VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 36	Q06696	None	120419	ZN	Homo sapiens	3EH1	Protein transport protein Sec24B	O95487	None	3.46205059920107	10	0.457423124886866	
104135	ZN	Mus musculus	1HV5	STROMELYSIN 3	Q02853	3.4.24	107408	ZN	Homo sapiens	1R55	ADAM 33	Q9BZ11	3.4.24	16.5919282511211	10	0.457443679699363	
28137	FE	Pseudomonas mendocina	4P1C	Toluene-4-monooxygenase system ferredoxin subunit	Q00458	None	37598	FE	Microseira wollei	7SZH	SxtT	C3RVQ0	None	9.22619047619048	0.0032	0.457454809881233	
81256	MN	Rattus norvegicus	2O8G	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	P63088	3.1.3.16	28042	ZN	Phaseolus vulgaris	4KBP	PURPLE ACID PHOSPHATASE	P80366	3.1.3.2	16.1073825503356	10	0.457467169398405	
105729	ZN	Escherichia coli	1MFT	Four-helix bundle model	None	None	21332	ZN	Desulfovibrio vulgaris	1S2Z	Rubrerythrin	P24931	None	9.42408376963351	10	0.457469870646574	
108853	ZN	Saccharomyces cerevisiae	1VFY	PHOSPHATIDYLINOSITOL-3-PHOSPHATE BINDING FYVE DOMAIN OF PROTEIN VPS27	P40343	None	118193	ZN	HOMO SAPIENS	2XQN	TESTIN	Q9UGI8	None	14.1732283464567	10	0.457511920637879	
54799	FE	Pseudomonas sp.	2E4Q	Biphenyl dioxygenase ferredoxin subunit	Q52440	None	24705	FE	Stenotrophomonas maltophilia	3GL0	DdmC	Q5S3I3	1.14.15.-	11.4613180515759	10	0.457522078358015	
82755	MN	Bacillus subtilis subsp. subtilis	3GVE	YfkN protein	O34313	3.1.4.16,3.1.3.6,3.1.3.5	125483	ZN	Sphaerobacter thermophilus	3RQZ	Metallophosphoesterase	D1C4A9	None	14.4886363636364	10	0.457529793082178	
123075	ZN	synthetic construct	3LTC	ATP BINDING PROTEIN-DX	None	None	127986	ZN	HOMO SAPIENS	4AVX	HEPATOCYTE GROWTH FACTOR-REGULATED TYROSINE KINASE SUBSTRATE	O14964	None	12.3893805309735	10	0.457578421770198	
106521	ZN	CLOSTRIDIUM SARDINIENSE	1OLP	ALPHA-TOXIN	Q8GCY3	3.1.4.3	131497	ZN	Solanum lycopersicum	4JDG	Nuclease	Q0KFV0	3.1.30	18.0878552971576	10	0.457624366692231	
53620	FE	Pseudomonas aeruginosa PAO1	8W1F	DPS-LIKE PROTEIN	Q9HUT3	1.16.3.1	36907	FE	Sulfurisphaera tokodaii str. 7	7PPU	Sulerythrin	F9VPE5	None	20.2185792349727	10	0.457624844665663	
102047	ZN	Vibrio proteolyticus	1AMP	AMINOPEPTIDASE	Q01693	3.4.11.10	133658	ZN	Vibrio cholerae O1 biovar El Tor	4OP4	Succinyl-diaminopimelate desuccinylase	Q9KQ52	3.5.1.18	13.8709677419355	10	0.457654030167401	
110409	ZN	Rattus norvegicus	1ZBD	RABPHILIN-3A	P47709	None	45425	ZN	Homo sapiens	3KV5	JmjC domain-containing histone demethylation protein 1D	Q6ZMT4	1.14.11.65	8.81147540983607	10	0.457689615370026	
24989	FE	Escherichia coli K-12	3GHQ	Bacterioferritin	P0ABD3	1.16.3.1	30008	FE	Pyrococcus furiosus COM1	5N5E	PFC_05175	Q8U1L4	1.16.3.1	15.7575757575758	9.5	0.45769476441263	
116128	ZN	Homo sapiens	2P57	GTPase-activating protein ZNF289	Q8N6H7	None	118193	ZN	HOMO SAPIENS	2XQN	TESTIN	Q9UGI8	None	14.1025641025641	10	0.457732102960196	
103096	ZN	Equus caballus	1EE2	ALCOHOL DEHYDROGENASE	P00328	1.1.1.1	134221	ZN	Homo sapiens	4PZI	Histone-lysine N-methyltransferase 2B	Q9UMN6	2.1.1.43	5.63002680965148	10	0.457734900519954	
116128	ZN	Homo sapiens	2P57	GTPase-activating protein ZNF289	Q8N6H7	None	134444	ZN	Homo sapiens	4QBR	DNA (cytosine-5)-methyltransferase 3A	Q9Y6K1	2.1.1.37	13.5802469135802	10	0.457737009486549	
17372	CU	Thermothelomyces thermophilus ATCC 42464	7ZN6	Laccase-like multicopper oxidase 1	G2QFD0	1,1.10.3.2	12048	CU	BACILLUS SUBTILIS	4A67	SPORE COAT PROTEIN A	P07788	1.10.3.2	16.2162162162162	0.94	0.457739336667367	
103611	ZN	Methanothermobacter thermautotrophicus	1G5C	BETA-CARBONIC ANHYDRASE	Q50565	4.2.1.1	7688	ZN	Pisum sativum	1EKJ	BETA-CARBONIC ANHYDRASE	P17067	4.2.1.1	18.3856502242152	0.0014	0.457756171200752	
77907	MN	Oryctolagus cuniculus	1FJM	PROTEIN SERINE/THREONINE PHOSPHATASE-1 (ALPHA ISOFORM, TYPE 1)	P62139	3.1.3.16	27422	ZN	Phaseolus vulgaris	4DSY	Purple acid phosphatase	P80366	3.1.3.2	16.3636363636364	10	0.457792415547236	
418	FE	Methylorubrum extorquens AM1	8J83	Tungsten-containing formate dehydrogenase alpha subunit	C5ATT7	1.17.1.9	762	FE	Methanothermobacter wolfeii	5T61	Tungsten formylmethanofuran dehydrogenase subunit fwdF	None	None	10.2822580645161	0.0057	0.457801981392602	
78282	MN	Escherichia coli	1HPU	5'-NUCLEOTIDASE	P07024	3.1.3.5,3.6.1.45	30794	FE	Pyrococcus abyssi (strain GE5 / Orsay)	6HMF	DNA polymerase II small subunit	Q9V2F3	2.7.7.7,3.1.11.1	16.8110918544194	10	0.457818250262231	
114510	ZN	Streptococcus mutans	2HVW	deoxycytidylate deaminase	Q8DSE5	3.5.4.12	131380	ZN	Homo sapiens	4IOU	DNA dC->dU-editing enzyme APOBEC-3F	Q8IUX4	3.5.4	17.2413793103448	10	0.457864237712524	
128565	ZN	SACCHAROMYCES CEREVISIAE	4C2M	DNA-DIRECTED RNA POLYMERASE I SUBUNIT RPA12	P32529	2.7.7.6	132546	ZN	Homo sapiens	4LJO	E3 ubiquitin-protein ligase RNF31	Q96EP0	6.3.2	15.2466367713004	10	0.457870891407718	
78368	MN	Unknown species	1JMB	PROTEIN (FOUR-HELIX BUNDLE MODEL)	None	None	25791	FE	Pyrococcus furiosus	3QVD	Rubrerythrin	Q9UWP7	None	8.82352941176471	10	0.457897119927301	
82460	MN	Pyrococcus furiosus	3DSD	DNA double-strand break repair protein mre11	Q8U1N9	3.1.-.-	108616	ZN	Escherichia coli	1USH	5'-NUCLEOTIDASE	P07024	3.1.3.5	13.4649910233393	10	0.457905896438785	
108853	ZN	Saccharomyces cerevisiae	1VFY	PHOSPHATIDYLINOSITOL-3-PHOSPHATE BINDING FYVE DOMAIN OF PROTEIN VPS27	P40343	None	45838	ZN	HOMO SAPIENS	3ZPO	HISTONE DEMETHYLASE UTY	O14607	1.14.11.68	4.81171548117155	10	0.457929126547017	
96504	NI	Methanocaldococcus jannaschii	1S3M	Hypothetical protein MJ0936	Q58346	3.1.4.-	23686	MN	LISTERIA MONOCYTOGENES	2XMO	LMO2642 PROTEIN	Q8Y432	None	9.82142857142857	10	0.457986805566891	
121517	ZN	Xanthomonas campestris pv. campestris	3HCJ	Peptide methionine sulfoxide reductase	Q8P4Q6	1.8.4.11	1440	CO	Clostridium pasteurianum	1R0H	Rubredoxin	P00268	1.18.1.1	9.09090909090909	10	0.458000242848388	
108039	ZN	Escherichia coli	1TJL	DnaK suppressor protein	P0ABS1	None	130856	ZN	Homo sapiens	4HC9	Trans-acting T-cell-specific transcription factor GATA-3	P23771	None	12.5827814569536	10	0.458005819213961	
106184	ZN	Pyrococcus furiosus	1NNQ	Rubrerythrin	Q9UWP7	None	29294	FE	Rhodospirillum rubrum	5DA5	Rru_A0973	Q2RVS1	1.16.3.1	11.6959064327485	10	0.458028806333547	
124161	ZN	Homo sapiens	3O64	TACE	P78536	3.4.24.86	1170	CO	Astacus astacus	1IAB	ASTACIN	P07584	3.4.24.21	14.0845070422535	10	0.458036930485605	
92264	MN	Pseudoalteromonas lipolytica SCSIO 04301	7E5C	Xaa-Pro dipeptidase	A0A1I7CHQ2	3.4.13.9	134931	ZN	Thermococcus sibiricus MM 739	4RGZ	Xaa-Pro aminopeptidase	C6A2N7	None	20.5128205128205	0.0026	0.458060952240738	
60804	FE	DESULFOMICROBIUM NORVEGICUM	2XSJ	SULFITE REDUCTASE BETA SUBUNIT	Q93UT0	1.8.99.3	844	FE	Pyrococcus furiosus COM1	6X1O	Oxidoreductase, Fe-S subunit	I6U881	None	13.3676092544987	0.97	0.458080005691366	
107002	ZN	Drosophila melanogaster	1PZW	Transcription factor grauzone	Q9U405	None	121243	ZN	Helicobacter pylori	3GOX	Restriction endonuclease Hpy99I	Q9ZL26	None	9.5	10	0.458081637040961	
108853	ZN	Saccharomyces cerevisiae	1VFY	PHOSPHATIDYLINOSITOL-3-PHOSPHATE BINDING FYVE DOMAIN OF PROTEIN VPS27	P40343	None	116095	ZN	unidentified	2P09	a non-biological ATP binding protein with two mutations N32D and D65V	None	None	21.2765957446808	10	0.458090160386231	
101691	V	Homo sapiens	6PGT	Tyrosine-protein phosphatase non-receptor type 1	P18031	3.1.3.48	494	W	Yersinia enterocolitica	1YTW	YERSINIA PROTEIN TYROSINE PHOSPHATASE	P15273	3.1.3.48	17.2514619883041	0.4	0.458100396656772	
103693	ZN	Thermus thermophilus	1GAX	VALYL-TRNA SYNTHETASE	P96142	6.1.1.9	120414	ZN	Homo sapiens	3EH2	Protein transport protein Sec24C	P53992	None	16.0694896851249	10	0.458115073686375	
120419	ZN	Homo sapiens	3EH1	Protein transport protein Sec24B	O95487	None	128567	ZN	SACCHAROMYCES CEREVISIAE	4C2M	DNA-DIRECTED RNA POLYMERASES I, II, AND III SUBUNIT RPABC 4	P40422	2.7.7.6	3.06258322237017	10	0.458115307459807	
121151	ZN	Rattus norvegicus	3GJ4	Nuclear pore complex protein Nup153	P49791	None	46587	FE	Cupriavidus metallidurans CH34	4R52	3-hydroxyanthranilate 3,4-dioxygenase	Q1LCS4	1.13.11.6	8.04597701149425	10	0.458120211382713	
123074	ZN	synthetic construct	3LTC	ATP BINDING PROTEIN-DX	None	None	127986	ZN	HOMO SAPIENS	4AVX	HEPATOCYTE GROWTH FACTOR-REGULATED TYROSINE KINASE SUBSTRATE	O14964	None	12.3893805309735	10	0.458140961245607	
78367	MN	Unknown species	1JMB	PROTEIN (FOUR-HELIX BUNDLE MODEL)	None	None	25791	FE	Pyrococcus furiosus	3QVD	Rubrerythrin	Q9UWP7	None	8.82352941176471	10	0.45815375474302	
106771	ZN	Bacillus cereus	1P5X	Phospholipase C	P09598	3.1.4.3	131497	ZN	Solanum lycopersicum	4JDG	Nuclease	Q0KFV0	3.1.30	17.6056338028169	2.5	0.458160403371011	
133509	ZN	Pseudomonas oleovorans	4O98	organophosphorus hydrolase	A0A0B4J186	None	23455	FE	Salmonella typhimurium	2QED	Hydroxyacylglutathione hydrolase	Q8ZRM2	3.1.2.6	16.5333333333333	10	0.458166090159472	
114720	ZN	Homo sapiens	2IQJ	Stromal membrane-associated protein 1-like	Q8WU79	None	123297	ZN	Pseudomonas alcaligenes	3M7K	restriction endonuclease PacI	D5MNX7	None	16.1290322580645	10	0.458168686886114	
119240	ZN	Mus musculus	3B08	RanBP-type and C3HC4-type zinc finger-containing protein 1	Q9WUB0	2.3.2.31	124527	ZN	Pyrococcus furiosus	3P8B	DNA-directed RNA polymerase, subunit e''	Q8U440	None	17.6470588235294	10	0.458184408674542	
98387	ZN	Streptococcus pyogenes	4I7H	peroxide stress sensing regulator	A0A0H2UT39	None	127043	ZN	Thermoanaerobacter tengcongensis	3VDP	Recombination protein recR	Q8RDI4	None	18.8940092165899	10	0.458201974402971	
133475	ZN	Homo sapiens	4O64	Lysine-specific demethylase 2B	Q8NHM5	1.14.11.27	134487	ZN	Homo sapiens	4QF3	Bromodomain adjacent to zinc finger domain protein 2B	Q9UIF8	None	13.1147540983607	10	0.458205311426086	
8281	CU	Synechocystis sp.	1PCS	PLASTOCYANIN	P21697	None	10608	CU	Hyphomicrobium denitrificans	3EF4	Blue copper protein	A7VL37	None	23.8805970149254	0.004	0.458242449633377	
87931	MN	synthetic construct	5C39	P0 Manganese cluster peptide	None	None	44159	FE	Desulfovibrio vulgaris subsp. vulgaris	1YV1	Nigerythrin	P30820	None	6.40394088669951	10	0.458273808061119	
128689	ZN	HOMO SAPIENS	4CCG	E3 UBIQUITIN-PROTEIN LIGASE FANCL	Q9NW38	6.3.2	134690	ZN	Homo sapiens	4R2Y	Anaphase-promoting complex subunit 11	Q9NYG5	None	20	5.3	0.458286136085025	
18830	CU	Escherichia coli	3NT0	Blue copper oxidase cueO	P36649	1.16.3.4	7738	CU	COPRINUS CINEREUS	1HFU	LACCASE 1	Q9Y780	1.10.3.2	19.4003527336861	0.0015	0.458288342365043	
